1,2,3,4
0.33333333333335763,0.37125976253706305,0.3943878374624503,0.33711987748447136
0.33670284220035757,0.385269028512242,0.29787459650923204,0.3230102116329471
0.4573190970567377,0.46523804469906055,0.33597552127893393,0.33442613193515014
0.41936559798357526,0.3869988316939018,0.33618966466325256,0.33445668335916745
0.36183085693013267,0.3947445831032781,0.4138301205149343,0.22836692496442004
0.49789831802923795,0.43428382770867247,0.3939687250492559,0.35069155574726113
0.461441422840606,0.3978840696330432,0.3389724803899958,0.3713716285010841
0.4632770674590001,0.27515464746161555,0.31311833324755545,0.3684781478116358
0.33496269145042556,0.3913266780331807,0.3360221713904582,0.28027256349520746
0.42892219848905294,0.37083438540960084,0.36122906085601975,0.2222326989369926
0.41164880191439407,0.3305458023877468,0.360723127684922,0.33968822005093446
0.4888402642097173,0.25419780490446797,0.3749276204768114,0.3223356807661637
0.44624621833288525,0.37338432446404146,0.42055444591098934,0.2064886041046468
0.4642046689964935,0.4302086597811286,0.47065132526100045,0.38244657907418333
0.3267256275963775,0.38907013661617856,0.4159505214116208,0.33783209490044513
0.5611980414473395,0.35415954126504867,0.33075073806921623,0.33643887209369366
0.3708758940358008,0.3931454529278685,0.39436916494825175,0.30851161193596544
0.3648160027822204,0.4239654840391901,0.4113359534773426,0.33985902489770126
0.3883134498728161,0.3871180169762747,0.3910771949596145,0.33987050998294677
0.39038273613568986,0.2679057008143504,0.3793656070489368,0.3201330142263119
0.45419690098082893,0.3917090060702524,0.341843755241366,0.34450255296065
0.46029209250138275,0.4015815408872575,0.3339334888297544,0.37802346847399837
