1,2,3,4
0.33333333333335763,0.36426318977110594,0.3001162760430658,0.33739463152922994
0.4188507164589148,0.37967904298934857,0.38712792644071015,0.2533515683465793
0.49533518344624833,0.4162297371776689,0.33501200036656903,0.3397552457332347
0.3333333333334773,0.33974163489678894,0.3439339365352539,0.37219101182193287
0.4108805097064302,0.28072454593435,0.36600144719632594,0.3684078790622225
0.4774412455840064,0.360656192004808,0.41652250543943753,0.3276007372560055
0.447188812386336,0.41965281393348763,0.4329754071964603,0.37080389212544507
0.4666488201517514,0.38925031421222855,0.40086887464774684,0.33677915388074925
0.5288790264278742,0.4011723989582155,0.37638595385506013,0.3366997327613686
0.3882113846471667,0.3814426519524354,0.3795421950903464,0.33670794481863453
0.4416523851340817,0.37813527863448465,0.33836932967501093,0.37002712577615476
0.33333333333333326,0.4138541169314048,0.39260931381489395,0.3279273829786486
0.45116746100139765,0.37092066152352354,0.3355260272326311,0.3347114041910679
0.35593616001744727,0.37328691345327025,0.335793101904017,0.3347424646863912
0.450018979013568,0.3715984692368685,0.3914014247143403,0.2720009558837153
0.44943983615674754,0.30817664096634806,0.3353646985334508,0.2594874574998337
0.4094201257262707,0.383897284640403,0.36325988635761286,0.33637470076285664
0.30678148513776454,0.3732827950029127,0.3632184937471501,0.22035891097053376
0.3642025663475734,0.3792895305433473,0.332768298681732,0.3347628873529516
0.35803363666623345,0.35917653214043493,0.3991109417077774,0.3138473748710395
0.37865220419826895,0.306809285538068,0.3652885590054653,0.32459604688671495
0.4256997546537189,0.3955037932588104,0.3344256747857028,0.3383160980087942
